OFFENSE_CODE_GROUP,DISTRICT,YEAR,HOUR,TIME
Motor Vehicle Accident Response,A7,2018,11,0
Simple Assault,A7,2018,11,0
Investigate Person,A15,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Fraud,A15,2018,11,0
Property Lost,A1,2018,11,0
Larceny,A1,2018,11,0
Property Lost,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Larceny,A1,2018,11,0
Warrant Arrests,A7,2018,11,0
Simple Assault,A7,2018,11,0
Residential Burglary,A15,2018,11,0
Robbery,A1,2018,11,0
Simple Assault,A1,2018,11,0
Drug Violation,A1,2018,11,0
Drug Violation,A1,2018,11,0
Fraud,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Larceny,A1,2018,11,0
Fraud,A15,2018,11,0
Simple Assault,A1,2018,11,0
Investigate Property,A1,2018,11,0
Other,A7,2018,11,0
Property Lost,A1,2018,11,0
Fraud,A1,2018,11,0
Confidence Games,A1,2018,11,0
Larceny,A1,2018,11,0
Fraud,A1,2018,11,0
Towed,A15,2018,11,0
Larceny,A1,2018,11,0
Investigate Property,A1,2018,11,0
Confidence Games,A1,2018,11,0
Verbal Disputes,A15,2018,11,0
Investigate Property,A1,2018,11,0
Auto Theft,A7,2018,11,0
Larceny,A1,2018,11,0
Confidence Games,A1,2018,11,0
Police Service Incidents,A15,2018,11,0
Other,A15,2018,11,0
Property Lost,A1,2018,11,0
Confidence Games,A1,2018,11,0
Larceny,A1,2018,11,0
Auto Theft,A1,2018,11,0
Verbal Disputes,A15,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Vandalism,A1,2018,11,0
Larceny,A1,2018,11,0
Larceny,A1,2018,11,0
Property Lost,A1,2018,11,0
Property Lost,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Other,A1,2018,11,0
Simple Assault,A1,2018,11,0
Assembly or Gathering Violations,A1,2018,11,0
Larceny,A1,2018,11,0
Larceny,A1,2018,11,0
Vandalism,A1,2018,11,0
Police Service Incidents,A15,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Larceny,A1,2018,11,0
Other,A1,2018,11,0
Drug Violation,A1,2018,11,0
Other,A1,2018,11,0
Harbor Related Incidents,A7,2018,11,0
Medical Assistance,A1,2018,11,0
Police Service Incidents,A7,2018,11,0
Medical Assistance,A1,2018,11,0
Investigate Person,A1,2018,11,0
Investigate Person,A1,2018,11,0
Other,A1,2018,11,0
Property Found,A1,2018,11,0
Medical Assistance,A1,2018,11,0
License Violation,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Larceny,A1,2018,11,0
Assembly or Gathering Violations,A1,2018,11,0
Police Service Incidents,A1,2018,11,0
Medical Assistance,A7,2018,11,0
Larceny,A1,2018,11,0
Vandalism,A1,2018,11,0
Violations,A1,2018,11,0
Larceny From Motor Vehicle,A7,2018,11,0
Harassment,A15,2018,11,0
Towed,A7,2018,11,0
Police Service Incidents,A1,2018,11,0
Larceny,A1,2018,11,0
Other,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Investigate Property,A1,2018,11,0
Robbery,A7,2018,11,0
Larceny,A7,2018,11,0
Simple Assault,A7,2018,11,0
Larceny,A7,2018,11,0
Harbor Related Incidents,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Towed,A1,2018,11,0
Police Service Incidents,A1,2018,11,0
Towed,A1,2018,11,0
Property Lost,A1,2018,11,0
Investigate Property,A1,2018,11,0
Warrant Arrests,A7,2018,11,0
Larceny,A1,2018,11,0
Operating Under the Influence,A15,2018,11,0
Robbery,A15,2018,11,0
Drug Violation,A1,2018,11,0
Towed,A7,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Warrant Arrests,A1,2018,11,0
Towed,A1,2018,11,0
Investigate Person,A1,2018,11,0
Simple Assault,A1,2018,11,0
Other Burglary,A1,2018,11,0
Larceny,A1,2018,11,0
Drug Violation,A1,2018,11,0
Larceny,A1,2018,11,0
Confidence Games,A1,2018,11,0
Larceny,A15,2018,11,0
Investigate Person,A15,2018,11,0
Residential Burglary,A1,2018,11,0
Larceny,A1,2018,11,0
Assembly or Gathering Violations,A1,2018,11,0
Drug Violation,A1,2018,11,0
Other,A7,2018,11,0
Larceny,A1,2018,11,0
Police Service Incidents,A15,2018,11,0
Towed,A1,2018,11,0
Confidence Games,A1,2018,11,0
Property Lost,A1,2018,11,0
Property Lost,A1,2018,11,0
Other,A1,2018,11,0
Simple Assault,A1,2018,11,0
Larceny,A1,2018,11,0
Medical Assistance,A7,2018,11,0
Verbal Disputes,A7,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Counterfeiting,A15,2018,11,0
Fraud,A7,2018,11,0
Police Service Incidents,A1,2018,11,0
Investigate Person,A1,2018,11,0
Investigate Property,A1,2018,11,0
Property Lost,A1,2018,11,0
Larceny,A1,2018,11,0
Confidence Games,A1,2018,11,0
Larceny,A1,2018,11,0
Warrant Arrests,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Other,A1,2018,11,0
Towed,A1,2018,11,0
Fraud,A1,2018,11,0
Investigate Person,A7,2018,11,0
Larceny,A1,2018,11,0
Other,A1,2018,11,0
Property Found,A1,2018,11,0
Property Found,A7,2018,11,0
Larceny,A7,2018,11,0
Warrant Arrests,A1,2018,11,0
Robbery,A1,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Medical Assistance,A15,2018,11,0
Larceny,A1,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Towed,A1,2018,11,0
Other,A1,2018,11,0
Fraud,A1,2018,11,0
Towed,A1,2018,11,0
Auto Theft Recovery,A7,2018,11,0
Towed,A7,2018,11,0
Simple Assault,A15,2018,11,0
Warrant Arrests,A1,2018,11,0
Larceny,A1,2018,11,0
Towed,A1,2018,11,0
Property Found,A1,2018,11,0
Larceny,A1,2018,11,0
Larceny,A1,2018,11,0
Counterfeiting,A7,2018,11,0
Vandalism,A1,2018,11,0
Larceny,A1,2018,11,0
Other,A1,2018,11,0
Investigate Property,A1,2018,11,0
Vandalism,A7,2018,11,0
Investigate Property,A1,2018,11,0
Property Lost,A15,2018,11,0
Investigate Property,A1,2018,11,0
Drug Violation,A1,2018,11,0
Drug Violation,A1,2018,11,0
Drug Violation,A1,2018,11,0
Simple Assault,A1,2018,11,0
Larceny,A1,2018,11,0
Larceny,A1,2018,11,0
Medical Assistance,A7,2018,11,0
Larceny,A1,2018,11,0
Towed,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Police Service Incidents,A15,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Harassment,A7,2018,11,0
Investigate Person,A1,2018,11,0
Vandalism,A1,2018,11,0
Drug Violation,A1,2018,11,0
Confidence Games,A1,2018,11,0
Fraud,A1,2018,11,0
Police Service Incidents,A1,2018,11,0
Other,A7,2018,11,0
Investigate Person,A1,2018,11,0
Vandalism,A1,2018,11,0
Investigate Property,A1,2018,11,0
Simple Assault,A1,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Medical Assistance,A7,2018,11,0
Property Lost,A1,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Property Lost,A1,2018,11,0
Drug Violation,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Investigate Property,A1,2018,11,0
Fraud,A1,2018,11,0
Robbery,A1,2018,11,0
Drug Violation,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Aggravated Assault,A1,2018,11,0
Warrant Arrests,A1,2018,11,0
Medical Assistance,A7,2018,11,0
Police Service Incidents,A1,2018,11,0
Warrant Arrests,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Property Found,A7,2018,11,0
Larceny,A1,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Confidence Games,A1,2018,11,0
Recovered Stolen Property,A1,2018,11,0
Other,A1,2018,11,0
Larceny,A1,2018,11,0
Larceny,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Other,A1,2018,11,0
Investigate Property,A15,2018,11,0
Fraud,A1,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Simple Assault,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Investigate Person,A15,2018,11,0
Robbery,A1,2018,11,0
Larceny,A1,2018,11,0
Simple Assault,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Property Lost,A1,2018,11,0
Larceny,A1,2018,11,0
Search Warrants,A7,2018,11,0
Disorderly Conduct,A1,2018,11,0
Investigate Person,A7,2018,11,0
Drug Violation,A7,2018,11,0
Medical Assistance,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Investigate Person,A1,2018,11,0
Investigate Property,A1,2018,11,0
Other,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Drug Violation,A15,2018,11,0
Investigate Person,A1,2018,11,0
Investigate Person,A7,2018,11,0
Warrant Arrests,A1,2018,11,0
Larceny,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Missing Person Located,A1,2018,11,0
Police Service Incidents,A15,2018,11,0
Restraining Order Violations,A1,2018,11,0
Property Found,A7,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Fraud,A15,2018,11,0
Property Lost,A1,2018,11,0
Aggravated Assault,A1,2018,11,0
Medical Assistance,A15,2018,11,0
Property Lost,A7,2018,11,0
Property Lost,A1,2018,11,0
Drug Violation,A7,2018,11,0
Investigate Person,A7,2018,11,0
Drug Violation,A7,2018,11,0
Fraud,A1,2018,11,0
Property Lost,A15,2018,11,0
Property Found,A7,2018,11,0
Violations,A7,2018,11,0
Other,A7,2018,11,0
Violations,A7,2018,11,0
Other,A1,2018,11,0
Larceny,A1,2018,11,0
Harassment,A7,2018,11,0
Medical Assistance,A15,2018,11,0
Simple Assault,A1,2018,11,0
Robbery,A1,2018,11,0
Simple Assault,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Violations,A15,2018,11,0
Medical Assistance,A1,2018,11,0
Fire Related Reports,A7,2018,11,0
Police Service Incidents,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Warrant Arrests,A1,2018,11,0
License Violation,A1,2018,11,0
Other,A1,2018,11,0
Drug Violation,A1,2018,11,0
Larceny From Motor Vehicle,A15,2018,11,0
Simple Assault,A7,2018,11,0
Fraud,A7,2018,11,0
Medical Assistance,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Larceny,A1,2018,11,0
Police Service Incidents,A1,2018,11,0
Investigate Person,A15,2018,11,0
Vandalism,A1,2018,11,0
Verbal Disputes,A15,2018,11,0
Search Warrants,A7,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Larceny,A15,2018,11,0
Property Lost,A1,2018,11,0
Investigate Person,A1,2018,11,0
Other,A1,2018,11,0
Fraud,A1,2018,11,0
Investigate Person,A1,2018,11,0
Investigate Property,A1,2018,11,0
Investigate Person,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Towed,A7,2018,11,0
Property Lost,A1,2018,11,0
Simple Assault,A15,2018,11,0
Other,A1,2018,11,0
Simple Assault,A1,2018,11,0
Investigate Person,A15,2018,11,0
Medical Assistance,A1,2018,11,0
Larceny,A7,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Larceny,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Simple Assault,A1,2018,11,0
Investigate Property,A1,2018,11,0
Investigate Person,A1,2018,11,0
Larceny,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Larceny,A1,2018,11,0
Medical Assistance,A7,2018,11,0
Liquor Violation,A1,2018,11,0
Investigate Person,A1,2018,11,0
Assembly or Gathering Violations,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Property Lost,A1,2018,11,0
Confidence Games,A7,2018,11,0
Harassment,A1,2018,11,0
Investigate Property,A1,2018,11,0
Other,A7,2018,11,0
Investigate Person,A7,2018,11,0
Medical Assistance,A1,2018,11,0
Simple Assault,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Larceny,A1,2018,11,0
Other,A1,2018,11,0
Investigate Person,A1,2018,11,0
Larceny,A7,2018,11,0
Larceny,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Property Lost,A1,2018,11,0
Other,A1,2018,11,0
Larceny,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Other,A7,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Police Service Incidents,A1,2018,11,0
Towed,A15,2018,11,0
Towed,A7,2018,11,0
Towed,A7,2018,11,0
Harassment,A15,2018,11,0
Medical Assistance,A7,2018,11,0
Confidence Games,A7,2018,11,0
Vandalism,A1,2018,11,0
Commercial Burglary,A1,2018,11,0
Fraud,A1,2018,11,0
Medical Assistance,A15,2018,11,0
Violations,A7,2018,11,0
Larceny,A1,2018,11,0
Offenses Against Child / Family,A7,2018,11,0
Verbal Disputes,A1,2018,11,0
Investigate Property,A1,2018,11,0
Investigate Person,A1,2018,11,0
Confidence Games,A1,2018,11,0
Other,A7,2018,11,0
Property Lost,A1,2018,11,0
Verbal Disputes,A7,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Aggravated Assault,A7,2018,11,0
Aggravated Assault,A7,2018,11,0
License Violation,A1,2018,11,0
License Violation,A1,2018,11,0
Towed,A1,2018,11,0
Investigate Person,A1,2018,11,0
Other,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Property Lost,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Drug Violation,A7,2018,11,0
Investigate Person,A7,2018,11,0
Assembly or Gathering Violations,A1,2018,11,0
Larceny,A1,2018,11,0
Vandalism,A1,2018,11,0
Medical Assistance,A1,2018,11,0
Warrant Arrests,A1,2018,11,0
Violations,A7,2018,11,0
Police Service Incidents,A15,2018,11,0
Harassment,A15,2018,11,0
Medical Assistance,A15,2018,11,0
Property Lost,A1,2018,11,0
Larceny,A7,2018,11,0
Harassment,A7,2018,11,0
Investigate Person,A1,2018,11,0
Simple Assault,A1,2018,11,0
Vandalism,A1,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Larceny,A1,2018,11,0
Medical Assistance,A15,2018,11,0
Towed,A1,2018,11,0
Other,A1,2018,11,0
Warrant Arrests,A1,2018,11,0
Other,A7,2018,11,0
Property Lost,A7,2018,11,0
Vandalism,A7,2018,11,0
Investigate Person,A7,2018,11,0
Other,A7,2018,11,0
Other,A7,2018,11,0
Larceny,A7,2018,11,0
Property Found,A1,2018,11,0
Investigate Person,A15,2018,11,0
Medical Assistance,A7,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Property Found,A7,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Simple Assault,A1,2018,11,0
Property Lost,A1,2018,11,0
Towed,A7,2018,11,0
Property Found,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Investigate Person,A1,2018,11,0
Fraud,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Violations,A7,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Other,A1,2018,11,0
Investigate Person,A1,2018,11,0
Property Lost,A15,2018,11,0
Assembly or Gathering Violations,A1,2018,11,0
Aggravated Assault,A15,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Firearm Violations,A7,2018,11,0
Larceny,A7,2018,11,0
Medical Assistance,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Larceny,A1,2018,11,0
Investigate Person,A7,2018,11,0
Larceny,A1,2018,11,0
Property Lost,A1,2018,11,0
Warrant Arrests,A1,2018,11,0
Medical Assistance,A15,2018,11,0
Investigate Property,A7,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Medical Assistance,A7,2018,11,0
Motor Vehicle Accident Response,A7,2018,11,0
Property Found,A1,2018,11,0
Police Service Incidents,A15,2018,11,0
Larceny,A1,2018,11,0
Property Lost,A1,2018,11,0
Property Found,A1,2018,11,0
Investigate Person,A1,2018,11,0
Property Lost,A7,2018,11,0
Medical Assistance,A15,2018,11,0
Larceny From Motor Vehicle,A7,2018,11,0
Assembly or Gathering Violations,A1,2018,11,0
Towed,A1,2018,11,0
Investigate Property,A7,2018,11,0
Verbal Disputes,A15,2018,11,0
Auto Theft,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Auto Theft Recovery,A1,2018,11,0
Auto Theft,A1,2018,11,0
Aggravated Assault,A1,2018,11,0
Vandalism,A7,2018,11,0
Medical Assistance,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Larceny From Motor Vehicle,A1,2018,11,0
Investigate Person,A15,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Simple Assault,A1,2018,11,0
Firearm Violations,A1,2018,11,0
Auto Theft Recovery,A1,2018,11,0
Motor Vehicle Accident Response,A15,2018,11,0
Robbery,A1,2018,11,0
Fire Related Reports,A7,2018,11,0
Investigate Person,A7,2018,11,0
Police Service Incidents,A7,2018,11,0
Towed,A1,2018,11,0
Vandalism,A1,2018,11,0
Medical Assistance,A15,2018,11,0
Towed,A1,2018,11,0
Investigate Property,A1,2018,11,0
Property Found,A7,2018,11,0
Other,A15,2018,11,0
Larceny,A1,2018,11,0
Investigate Person,A1,2018,11,0
Vandalism,A7,2018,11,0
Violations,A1,2018,11,0
Other,A1,2018,11,0
Motor Vehicle Accident Response,A1,2018,11,0
Medical Assistance,A7,2018,11,0
Medical Assistance,A1,2018,11,0
Police Service Incidents,A15,2018,11,0
Simple Assault,A15,2018,11,0
Property Related Damage,A1,2018,11,0
Drug Violation,A7,2018,11,0
Other,A1,2018,11,0
Other,A1,2018,11,0
Missing Person Located,A7,2018,11,0
Commercial Burglary,A1,2018,11,0
Towed,A7,2018,11,0
Other,A1,2018,11,0
Investigate Person,A15,2018,11,0
Fraud,A1,2018,11,0
Investigate Person,A1,2018,11,0
Investigate Person,A1,2018,11,0
Fraud,A1,2018,11,0
Larceny,A1,2018,11,0
Simple Assault,A1,2018,11,0
Drug Violation,A1,2018,12,0
Verbal Disputes,A7,2018,12,0
Verbal Disputes,A1,2018,12,0
Fraud,A1,2018,12,0
Fraud,A1,2018,12,0
Fraud,A1,2018,12,0
Police Service Incidents,A1,2018,12,0
Medical Assistance,A7,2018,12,0
Verbal Disputes,A7,2018,12,0
Property Lost,A15,2018,12,0
Larceny,A15,2018,12,0
Medical Assistance,A1,2018,12,0
Simple Assault,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Verbal Disputes,A1,2018,12,0
Other,A1,2018,12,0
Missing Person Located,A15,2018,12,0
Property Lost,A1,2018,12,0
Property Lost,A1,2018,12,0
Missing Person Reported,A1,2018,12,0
Larceny,A1,2018,12,0
Fraud,A7,2018,12,0
Larceny,A1,2018,12,0
Investigate Person,A1,2018,12,0
Investigate Person,A7,2018,12,0
Harbor Related Incidents,A7,2018,12,0
Larceny,A1,2018,12,0
Other,A7,2018,12,0
Property Lost,A7,2018,12,0
Property Lost,A7,2018,12,0
Larceny,A1,2018,12,0
Confidence Games,A1,2018,12,0
Fraud,A1,2018,12,0
Disorderly Conduct,A1,2018,12,0
Medical Assistance,A1,2018,12,0
Vandalism,A15,2018,12,0
Larceny,A7,2018,12,0
Investigate Person,A1,2018,12,0
Warrant Arrests,A1,2018,12,0
Property Lost,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Aggravated Assault,A15,2018,12,0
Other,A15,2018,12,0
Drug Violation,A1,2018,12,0
Larceny,A1,2018,12,0
Property Lost,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Larceny,A1,2018,12,0
Property Lost,A1,2018,12,0
Larceny,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Harassment,A7,2018,12,0
Disorderly Conduct,A7,2018,12,0
Simple Assault,A7,2018,12,0
Fraud,A7,2018,12,0
Fraud,A1,2018,12,0
Larceny,A1,2018,12,0
Property Lost,A1,2018,12,0
Larceny,A15,2018,12,0
Larceny,A1,2018,12,0
Vandalism,A1,2018,12,0
Disorderly Conduct,A1,2018,12,0
Simple Assault,A1,2018,12,0
Property Found,A7,2018,12,0
Simple Assault,A1,2018,12,0
Other,A1,2018,12,0
Motor Vehicle Accident Response,A15,2018,12,0
Drug Violation,A1,2018,12,0
Police Service Incidents,A1,2018,12,0
Investigate Person,A7,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Larceny,A1,2018,12,0
Medical Assistance,A15,2018,12,0
Investigate Property,A1,2018,12,0
Larceny From Motor Vehicle,A15,2018,12,0
Property Lost,A7,2018,12,0
Counterfeiting,A7,2018,12,0
Medical Assistance,A1,2018,12,0
Investigate Property,A1,2018,12,0
Confidence Games,A1,2018,12,0
Property Lost,A1,2018,12,0
Confidence Games,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Simple Assault,A1,2018,12,0
Robbery,A1,2018,12,0
Investigate Property,A1,2018,12,0
Larceny,A1,2018,12,0
Medical Assistance,A7,2018,12,0
Larceny,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Medical Assistance,A15,2018,12,0
Larceny From Motor Vehicle,A1,2018,12,0
Motor Vehicle Accident Response,A7,2018,12,0
Vandalism,A7,2018,12,0
Property Found,A7,2018,12,0
Aggravated Assault,A15,2018,12,0
Simple Assault,A15,2018,12,0
Auto Theft,A7,2018,12,0
Larceny,A1,2018,12,0
Assembly or Gathering Violations,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Medical Assistance,A15,2018,12,0
Robbery,A1,2018,12,0
Medical Assistance,A7,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Assembly or Gathering Violations,A1,2018,12,0
Fraud,A7,2018,12,0
Fraud,A7,2018,12,0
Larceny,A1,2018,12,0
Larceny,A1,2018,12,0
Assembly or Gathering Violations,A1,2018,12,0
Larceny,A7,2018,12,0
Property Lost,A1,2018,12,0
Towed,A7,2018,12,0
Assembly or Gathering Violations,A1,2018,12,0
Warrant Arrests,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Drug Violation,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Towed,A7,2018,12,0
Fraud,A1,2018,12,0
Fraud,A1,2018,12,0
Investigate Person,A15,2018,12,0
Investigate Person,A1,2018,12,0
Missing Person Located,A7,2018,12,0
Verbal Disputes,A15,2018,12,0
Auto Theft,A1,2018,12,0
Other,A1,2018,12,0
Simple Assault,A1,2018,12,0
Larceny,A7,2018,12,0
Motor Vehicle Accident Response,A7,2018,12,0
Investigate Person,A1,2018,12,0
Larceny,A1,2018,12,0
Larceny,A1,2018,12,0
Assembly or Gathering Violations,A1,2018,12,0
Police Service Incidents,A1,2018,12,0
Larceny,A1,2018,12,0
Assembly or Gathering Violations,A1,2018,12,0
Motor Vehicle Accident Response,A1,2018,12,0
Motor Vehicle Accident Response,A7,2018,12,0
Motor Vehicle Accident Response,A15,2018,12,0
